epoch, es_acc, acc, acc_class0, acc_class1, acc_class2, es_auc, auc, auc_class0, auc_class1, auc_class2, dpd, dpr, eod, eor, path
2, 0.6756, 0.7789, 0.7900, 0.6967, 0.7833, 0.7900, 0.8310, 0.8461, 0.7968, 0.8285, 0.1033, 0.8000, 0.1373, 0.4606, ./results/GENIO/fin/run_20250619_222631_rnflt_fin_race_ablation_of_sigma/fullysup_efficientnet_rnflt_Taskcls_lr5e-5_bz6
