epoch, es_acc, acc, acc_class0, acc_class1, acc_class2, es_auc, auc, auc_class0, auc_class1, auc_class2, dpd, dpr, eod, eor, path
2, 0.7182, 0.7789, 0.7933, 0.7367, 0.8067, 0.8176, 0.8555, 0.8605, 0.8240, 0.8654, 0.1367, 0.7355, 0.1310, 0.3448, ./results/GENIO/fin/run_20250619_225120_rnflt_fin_race_ablation_of_sigma/fullysup_efficientnet_rnflt_Taskcls_lr5e-5_bz6_auc0.8555
