m,mean_auc_gap,max_auc_gap
0.0,0.036933333333333346,0.07065000000000002
0.1,0.049524999999999986,0.09157499999999999
0.2,0.04103333333333333,0.07594999999999999
0.3,0.04705416666666664,0.08674999999999994
0.4,0.03757083333333333,0.07192499999999999
0.5,0.05110416666666668,0.10067500000000001
0.6,0.0582125,0.10602499999999998
0.7,0.022774999999999993,0.044249999999999984
0.8,0.03489166666666667,0.064775
0.9,0.046158333333333336,0.08165
1.0,0.04515000000000001,0.08370000000000002
