epoch,trn_acc,trn_acc_class0,trn_acc_class1,trn_acc_class2,trn_auc,trn_auc_class0,trn_auc_class1,trn_auc_class2,trn_dpd,trn_dpr,trn_eod,trn_eor,trn_loss,val_acc,val_acc_class0,val_acc_class1,val_acc_class2,val_auc,val_auc_class0,val_auc_class1,val_auc_class2,val_dpd,val_dpr,val_eod,val_eor,val_es_acc,val_es_auc,val_loss
0,0.6762,0.6929,0.67,0.6657,0.7234,0.7377,0.7184,0.7085,0.0543,0.8987,0.0342,0.8976,0.6173,0.7533,0.7867,0.7033,0.77,0.8362,0.8549,0.8043,0.8417,0.1167,0.7619,0.1194,0.4288,0.6848,0.7918,3.2878
1,0.709,0.7314,0.7,0.6957,0.7825,0.8029,0.7845,0.7527,0.0914,0.8202,0.0708,0.8975,0.552,0.7733,0.8,0.7233,0.7967,0.8451,0.8579,0.8092,0.8563,0.1033,0.8,0.1147,0.4741,0.703,0.7974,8.4887
2,0.7348,0.7471,0.7471,0.71,0.8104,0.8206,0.8206,0.7846,0.1,0.8153,0.0695,0.832,0.5228,0.7844,0.81,0.75,0.7933,0.8449,0.8547,0.8081,0.8611,0.1333,0.7633,0.1108,0.5484,0.7339,0.795,10.9105
3,0.7367,0.76,0.7257,0.7243,0.8158,0.8397,0.8068,0.7906,0.1314,0.7641,0.1024,0.6421,0.5188,0.7744,0.8067,0.7267,0.79,0.848,0.871,0.8051,0.852,0.14,0.7586,0.1526,0.4915,0.7069,0.7926,1.6446
4,0.7514,0.7871,0.7314,0.7357,0.8303,0.8575,0.8139,0.8126,0.1,0.8118,0.0815,0.6692,0.4999,0.7633,0.8133,0.7033,0.7733,0.8457,0.8646,0.801,0.8549,0.1,0.7987,0.1092,0.4995,0.6815,0.7883,1.1374
5,0.771,0.7857,0.7671,0.76,0.8458,0.8761,0.8283,0.8241,0.1343,0.7596,0.0728,0.7783,0.4839,0.76,0.8033,0.6967,0.78,0.8414,0.8621,0.7981,0.8453,0.1067,0.7908,0.1301,0.4701,0.6746,0.7879,0.6061
6,0.7995,0.8343,0.7857,0.7786,0.8743,0.9144,0.8566,0.8433,0.1286,0.7761,0.094,0.5944,0.4435,0.7633,0.79,0.7167,0.7833,0.8353,0.8593,0.7861,0.8424,0.1133,0.7914,0.1098,0.5836,0.6982,0.7732,14.2256
7,0.8052,0.8329,0.8014,0.7814,0.8774,0.8946,0.8765,0.8537,0.1429,0.7555,0.0949,0.5775,0.4419,0.7433,0.8,0.6733,0.7567,0.8294,0.8522,0.779,0.8437,0.0667,0.8529,0.1014,0.5449,0.652,0.7627,15.2556
8,0.8157,0.8486,0.8043,0.7943,0.8835,0.9086,0.8761,0.8571,0.1229,0.7778,0.0796,0.6863,0.4275,0.7389,0.78,0.67,0.7667,0.8261,0.849,0.7771,0.84,0.0633,0.8725,0.0981,0.6278,0.6494,0.7609,56.4459
9,0.8214,0.8514,0.8086,0.8043,0.8961,0.9199,0.8871,0.876,0.1629,0.7273,0.1265,0.4546,0.4056,0.7478,0.7633,0.7067,0.7733,0.826,0.8511,0.7781,0.8347,0.11,0.8167,0.1201,0.6614,0.691,0.7635,10.1862
