m,AUC_macro,ES-AUC_macro
0.1,0.7342807261034877,0.7181125132828309
0.2,0.7332069037619847,0.720391318140629
0.3,0.74066429485465,0.7279356950926923
0.4,0.7322881633011253,0.7182605761372024
0.5,0.7206584358955647,0.7066663167697314
0.6,0.7351200290999397,0.7200998814469158
0.7,0.7301556155042365,0.7143635222493965
0.8,0.7355708385290757,0.715560956729617
1.0,0.7339651489403048,0.7226578083715444
